band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,645.583000,,,
band1,level,4,1,1449.555000,,,
band1,level,6,1,2394.748000,,,
band1,transition,,,,2_1,0_1,34.641960
band1,transition,,,,4_1,2_1,57.553699
band1,transition,,,,6_1,4_1,77.630375
band2,level,0,2,2016.156000,,,
band2,level,2,3,2740.495000,,,
band2,level,4,4,3569.921000,,,
band2,level,6,3,4449.865000,,,
band2,transition,,,,2_3,0_2,44.378037
band2,transition,,,,4_4,2_3,71.629159
band2,transition,,,,6_3,4_4,84.672643
band3,level,2,2,1534.112000,,,
band3,level,3,1,2247.584000,,,
band3,level,4,2,2595.642000,,,
band3,level,5,1,3260.128000,,,
band3,level,6,2,3781.505000,,,
band3,transition,,,,3_1,2_2,70.193402
band3,transition,,,,4_2,2_2,36.689268
band3,transition,,,,5_1,4_2,34.178229
band3,transition,,,,6_2,4_2,58.159707
band3,transition,,,,4_2,3_1,0.421440
band3,transition,,,,6_2,5_1,0.029313
band3,transition,,,,5_1,3_1,52.511204
interband,transition,,,,2_2,0_1,4.350227
interband,transition,,,,2_2,2_1,62.076567
interband,transition,,,,0_2,2_2,0.891873
interband,transition,,,,0_2,2_1,25.071086
