band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,629.144000,,,
band1,level,4,1,1497.867000,,,
band1,level,6,1,2559.600000,,,
band1,transition,,,,2_1,0_1,24.831498
band1,transition,,,,4_1,2_1,43.256234
band1,transition,,,,6_1,4_1,60.450325
band2,level,0,2,1973.220000,,,
band2,level,2,3,2813.954000,,,
band2,level,4,4,3625.051000,,,
band2,level,6,4,4598.441000,,,
band2,transition,,,,2_3,0_2,20.389836
band2,transition,,,,4_4,2_3,76.153042
band2,transition,,,,6_4,4_4,98.630133
band3,level,2,2,1519.622000,,,
band3,level,3,1,2287.554000,,,
band3,level,4,2,2472.543000,,,
band3,level,5,1,3317.395000,,,
band3,level,6,2,3508.523000,,,
band3,transition,,,,3_1,2_2,46.401456
band3,transition,,,,4_2,2_2,38.523460
band3,transition,,,,5_1,4_2,17.990091
band3,transition,,,,6_2,4_2,69.153830
band3,transition,,,,4_2,3_1,2.967985
band3,transition,,,,6_2,5_1,0.695511
band3,transition,,,,5_1,3_1,46.290952
interband,transition,,,,2_2,0_1,4.375975
interband,transition,,,,2_2,2_1,39.493416
interband,transition,,,,0_2,2_2,0.733235
interband,transition,,,,0_2,2_1,20.429382
