band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1064.354000,,,
band1,level,4,1,2603.599000,,,
band1,level,6,1,4475.056000,,,
band1,transition,,,,2_1,0_1,23.106741
band1,transition,,,,4_1,2_1,39.825801
band1,transition,,,,6_1,4_1,53.640870
band2,level,0,2,2550.315000,,,
band2,level,2,3,3440.595000,,,
band2,level,4,3,4715.601000,,,
band2,level,6,3,6389.388000,,,
band2,transition,,,,2_3,0_2,34.503754
band2,transition,,,,4_3,2_3,45.548995
band2,transition,,,,6_3,4_3,64.152133
band3,level,2,2,2354.160000,,,
band3,level,3,1,3558.292000,,,
band3,level,4,2,3864.795000,,,
band3,level,5,1,5178.371000,,,
band3,level,6,2,5644.360000,,,
band3,transition,,,,3_1,2_2,41.516838
band3,transition,,,,4_2,2_2,26.409659
band3,transition,,,,5_1,4_2,17.712443
band3,transition,,,,6_2,4_2,46.308413
band3,transition,,,,4_2,3_1,10.703166
band3,transition,,,,6_2,5_1,8.522105
band3,transition,,,,5_1,3_1,38.624233
interband,transition,,,,2_2,0_1,0.046464
interband,transition,,,,2_2,2_1,21.539187
interband,transition,,,,0_2,2_2,11.587875
interband,transition,,,,0_2,2_1,12.842393
