band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,754.640000,,,
band1,level,4,1,1664.840000,,,
band1,level,6,1,2684.206000,,,
band1,transition,,,,2_1,0_1,32.964948
band1,transition,,,,4_1,2_1,63.401447
band1,transition,,,,6_1,4_1,103.717245
band2,level,0,2,1386.250000,,,
band2,level,2,3,1979.552000,,,
band2,level,4,3,2843.972000,,,
band2,level,6,3,3918.473000,,,
band2,transition,,,,2_3,0_2,59.079493
band2,transition,,,,4_3,2_3,80.323199
band2,transition,,,,6_3,4_3,99.251882
band3,level,2,2,1500.712000,,,
band3,level,3,1,2449.294000,,,
band3,transition,,,,3_1,2_2,53.119118
interband,transition,,,,2_2,0_1,0.158817
interband,transition,,,,2_2,2_1,54.775459
interband,transition,,,,2_2,0_2,16.622373
interband,transition,,,,0_2,2_1,56.094897
