band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,455.494000,,,
band1,level,4,1,1124.002000,,,
band1,level,6,1,1967.622000,,,
band1,transition,,,,2_1,0_1,58.444602
band1,transition,,,,4_1,2_1,100.326172
band1,transition,,,,6_1,4_1,138.541435
band2,level,0,2,1129.483000,,,
band2,level,2,3,1655.018000,,,
band2,level,4,3,2356.177000,,,
band2,level,6,3,3282.120000,,,
band2,transition,,,,2_3,0_2,77.587424
band2,transition,,,,4_3,2_3,80.071886
band2,transition,,,,6_3,4_3,128.438227
band3,level,2,2,949.964000,,,
band3,level,3,1,1508.604000,,,
band3,level,4,2,1762.045000,,,
band3,level,5,1,2378.169000,,,
band3,level,6,2,2692.469000,,,
band3,transition,,,,3_1,2_2,94.203008
band3,transition,,,,4_2,2_2,53.170244
band3,transition,,,,5_1,4_2,47.269194
band3,transition,,,,6_2,4_2,106.227134
band3,transition,,,,4_2,3_1,36.663934
band3,transition,,,,6_2,5_1,24.921216
band3,transition,,,,5_1,3_1,76.361613
interband,transition,,,,2_2,0_1,0.118020
interband,transition,,,,2_2,2_1,68.073625
interband,transition,,,,0_2,2_2,71.240127
interband,transition,,,,0_2,2_1,57.783289
