band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,782.302000,,,
band1,level,4,1,1636.067000,,,
band1,level,6,1,2511.059000,,,
band1,transition,,,,2_1,0_1,27.950922
band1,transition,,,,4_1,2_1,58.047633
band1,transition,,,,6_1,4_1,97.272493
band2,level,0,2,1465.942000,,,
band2,level,2,3,2060.291000,,,
band2,level,4,3,2940.239000,,,
band2,level,6,4,4086.272000,,,
band2,transition,,,,2_3,0_2,53.494033
band2,transition,,,,4_3,2_3,66.797442
band2,transition,,,,6_4,4_3,64.621216
band3,level,2,2,1496.907000,,,
band3,level,3,1,2271.880000,,,
band3,transition,,,,3_1,2_2,66.255150
interband,transition,,,,2_2,0_1,0.665176
interband,transition,,,,2_2,2_1,55.055225
interband,transition,,,,2_2,0_2,0.946709
interband,transition,,,,0_2,2_1,61.532272
