band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1188.438000,,,
band1,level,4,1,2446.853000,,,
band1,level,6,1,3646.355000,,,
band1,transition,,,,2_1,0_1,31.119286
band1,transition,,,,4_1,2_1,57.337099
band1,transition,,,,6_1,4_1,87.494509
band2,level,0,2,2349.241000,,,
band2,level,2,3,3041.441000,,,
band2,level,4,3,3899.669000,,,
band2,level,6,3,4881.892000,,,
band2,transition,,,,2_3,0_2,61.908283
band2,transition,,,,4_3,2_3,60.862684
band2,transition,,,,6_3,4_3,93.735709
band3,level,2,2,2586.808000,,,
band3,level,3,1,3618.841000,,,
band3,level,4,2,3691.806000,,,
band3,level,5,1,4562.696000,,,
band3,level,6,2,4668.093000,,,
band3,transition,,,,3_1,2_2,66.922114
band3,transition,,,,4_2,2_2,36.332705
band3,transition,,,,5_1,4_2,19.272800
band3,transition,,,,6_2,4_2,112.753038
band3,transition,,,,4_2,3_1,1.512655
band3,transition,,,,6_2,5_1,0.055752
band3,transition,,,,5_1,3_1,74.364835
interband,transition,,,,2_2,0_1,0.000108
interband,transition,,,,2_2,2_1,43.929876
interband,transition,,,,2_2,0_2,4.408194
interband,transition,,,,0_2,2_1,42.013960
