band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,835.035000,,,
band1,level,4,1,1998.160000,,,
band1,level,6,1,3417.984000,,,
band1,transition,,,,2_1,0_1,33.634270
band1,transition,,,,4_1,2_1,57.074521
band1,transition,,,,6_1,4_1,75.455249
band2,level,0,2,2197.731000,,,
band2,level,2,3,3149.971000,,,
band2,level,4,4,4249.162000,,,
band2,level,6,3,5410.913000,,,
band2,transition,,,,2_3,0_2,39.411025
band2,transition,,,,4_4,2_3,74.575072
band2,transition,,,,6_3,4_4,112.483097
band3,level,2,2,1835.406000,,,
band3,level,3,1,2651.215000,,,
band3,level,4,2,3202.248000,,,
band3,level,5,1,4045.704000,,,
band3,level,6,2,4822.246000,,,
band3,transition,,,,3_1,2_2,67.834703
band3,transition,,,,4_2,2_2,32.245924
band3,transition,,,,5_1,4_2,33.361968
band3,transition,,,,6_2,4_2,57.036184
band3,transition,,,,4_2,3_1,18.053929
band3,transition,,,,6_2,5_1,8.235784
band3,transition,,,,5_1,3_1,47.885034
interband,transition,,,,2_2,0_1,0.089390
interband,transition,,,,2_2,2_1,33.057948
interband,transition,,,,0_2,2_2,3.470409
interband,transition,,,,0_2,2_1,27.220535
