band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,166.956000,,,
band1,level,4,1,469.947000,,,
band1,level,6,1,896.863000,,,
band1,transition,,,,2_1,0_1,169.944506
band1,transition,,,,4_1,2_1,262.450387
band1,transition,,,,6_1,4_1,311.077682
band2,level,0,2,765.470000,,,
band2,level,2,3,1229.990000,,,
band2,level,4,4,1823.572000,,,
band2,level,6,4,2415.638000,,,
band2,transition,,,,2_3,0_2,84.909397
band2,transition,,,,4_4,2_3,126.821360
band2,transition,,,,6_4,4_4,202.542264
band3,level,2,2,666.715000,,,
band3,level,3,1,1012.565000,,,
band3,level,4,2,1072.982000,,,
band3,level,5,1,1468.340000,,,
band3,level,6,2,1577.521000,,,
band3,transition,,,,3_1,2_2,184.697907
band3,transition,,,,4_2,2_2,119.835623
band3,transition,,,,5_1,4_2,92.323956
band3,transition,,,,6_2,4_2,202.987488
band3,transition,,,,4_2,3_1,109.142477
band3,transition,,,,6_2,5_1,73.238264
band3,transition,,,,5_1,3_1,173.437866
interband,transition,,,,2_2,0_1,1.635433
interband,transition,,,,2_2,2_1,46.302841
interband,transition,,,,0_2,2_2,191.242607
interband,transition,,,,0_2,2_1,49.273419
