band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,392.870000,,,
band1,level,4,1,936.566000,,,
band1,level,6,1,1600.054000,,,
band1,transition,,,,2_1,0_1,82.329698
band1,transition,,,,4_1,2_1,133.452532
band1,transition,,,,6_1,4_1,174.381618
band2,level,0,2,1124.403000,,,
band2,level,2,3,1661.334000,,,
band2,transition,,,,2_3,0_2,82.824290
band3,level,2,2,805.451000,,,
band3,level,3,1,1353.148000,,,
band3,level,4,2,1399.029000,,,
band3,level,5,1,2031.861000,,,
band3,level,6,2,2104.608000,,,
band3,transition,,,,3_1,2_2,128.597273
band3,transition,,,,4_2,2_2,88.067511
band3,transition,,,,5_1,4_2,54.881971
band3,transition,,,,6_2,4_2,137.811320
band3,transition,,,,4_2,3_1,2.782643
band3,transition,,,,6_2,5_1,1.656045
band3,transition,,,,5_1,3_1,110.940948
interband,transition,,,,2_2,0_1,1.001519
interband,transition,,,,2_2,2_1,127.221348
interband,transition,,,,0_2,2_2,131.832886
interband,transition,,,,0_2,2_1,6.516136
