band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1504.554000,,,
band1,level,4,1,4071.893000,,,
band1,level,6,1,7701.268000,,,
band1,transition,,,,2_1,0_1,8.605889
band1,transition,,,,4_1,2_1,13.848300
band1,transition,,,,6_1,4_1,17.041577
band2,level,0,2,4831.333000,,,
band2,level,2,3,6555.020000,,,
band2,level,4,4,9240.429000,,,
band2,level,6,4,12998.511000,,,
band2,transition,,,,2_3,0_2,11.725707
band2,transition,,,,4_4,2_3,17.715484
band2,transition,,,,6_4,4_4,19.206858
band3,level,2,2,3912.423000,,,
band3,level,3,1,5872.142000,,,
band3,level,4,2,6870.829000,,,
band3,level,5,1,9267.240000,,,
band3,level,6,2,10698.388000,,,
band3,transition,,,,3_1,2_2,15.091517
band3,transition,,,,4_2,2_2,7.956689
band3,transition,,,,5_1,4_2,7.513790
band3,transition,,,,6_2,4_2,14.312315
band3,transition,,,,4_2,3_1,7.315420
band3,transition,,,,6_2,5_1,4.169251
band3,transition,,,,5_1,3_1,11.231168
interband,transition,,,,2_2,0_1,0.129988
interband,transition,,,,2_2,2_1,4.590155
interband,transition,,,,0_2,2_2,0.229489
interband,transition,,,,0_2,2_1,4.944633
