band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,799.141000,,,
band1,level,4,1,1837.364000,,,
band1,level,6,1,3084.203000,,,
band1,transition,,,,2_1,0_1,17.633389
band1,transition,,,,4_1,2_1,30.334641
band1,transition,,,,6_1,4_1,40.784550
band2,level,0,2,2147.940000,,,
band2,level,2,3,3229.899000,,,
band2,level,4,4,4424.098000,,,
band2,level,6,4,5725.930000,,,
band2,transition,,,,2_3,0_2,16.458759
band2,transition,,,,4_4,2_3,28.289722
band2,transition,,,,6_4,4_4,46.039087
band3,level,2,2,1738.464000,,,
band3,level,3,1,2955.041000,,,
band3,transition,,,,3_1,2_2,25.954599
interband,transition,,,,2_2,0_1,1.641212
interband,transition,,,,2_2,2_1,30.404642
interband,transition,,,,0_2,2_2,21.174074
interband,transition,,,,0_2,2_1,11.355588
