band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,845.463000,,,
band1,level,4,1,1800.121000,,,
band1,level,6,1,2814.539000,,,
band1,transition,,,,2_1,0_1,40.312829
band1,transition,,,,4_1,2_1,69.867237
band1,transition,,,,6_1,4_1,99.170880
band2,level,0,2,1863.290000,,,
band2,level,2,3,2529.740000,,,
band2,level,4,3,3243.210000,,,
band2,level,6,3,4059.685000,,,
band2,transition,,,,2_3,0_2,63.339332
band2,transition,,,,4_3,2_3,110.830496
band2,transition,,,,6_3,4_3,113.560443
band3,level,2,2,1800.465000,,,
band3,level,3,1,2641.344000,,,
band3,level,4,2,2840.166000,,,
band3,level,5,1,3579.136000,,,
band3,level,6,2,3820.576000,,,
band3,transition,,,,3_1,2_2,84.188466
band3,transition,,,,4_2,2_2,48.570353
band3,transition,,,,5_1,4_2,40.946319
band3,transition,,,,6_2,4_2,77.990756
band3,transition,,,,4_2,3_1,1.869906
band3,transition,,,,6_2,5_1,0.039296
band3,transition,,,,5_1,3_1,73.453166
interband,transition,,,,2_2,0_1,1.737999
interband,transition,,,,2_2,2_1,70.742210
interband,transition,,,,0_2,2_2,1.026164
interband,transition,,,,0_2,2_1,40.810495
