band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,358.818000,,,
band1,level,4,1,918.078000,,,
band1,level,6,1,1617.320000,,,
band1,transition,,,,2_1,0_1,72.111616
band1,transition,,,,4_1,2_1,119.966971
band1,transition,,,,6_1,4_1,157.006398
band2,level,0,2,1318.071000,,,
band2,level,2,3,1641.212000,,,
band2,level,4,3,2074.272000,,,
band2,level,6,3,2622.446000,,,
band2,transition,,,,2_3,0_2,120.733161
band2,transition,,,,4_3,2_3,204.716748
band2,transition,,,,6_3,4_3,233.631189
band3,level,2,2,1223.412000,,,
band3,level,3,1,1650.648000,,,
band3,level,4,2,1840.368000,,,
band3,level,5,1,2285.820000,,,
band3,level,6,2,2468.757000,,,
band3,transition,,,,3_1,2_2,141.046643
band3,transition,,,,4_2,2_2,69.076108
band3,transition,,,,5_1,4_2,73.874639
band3,transition,,,,6_2,4_2,139.990653
band3,transition,,,,4_2,3_1,82.035332
band3,transition,,,,6_2,5_1,58.831376
band3,transition,,,,5_1,3_1,114.230318
interband,transition,,,,2_2,0_1,1.398855
interband,transition,,,,2_2,2_1,32.691864
interband,transition,,,,0_2,2_2,0.164212
interband,transition,,,,0_2,2_1,48.950538
