band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,156.135000,,,
band1,level,4,1,467.900000,,,
band1,level,6,1,908.352000,,,
band1,transition,,,,2_1,0_1,203.386139
band1,transition,,,,4_1,2_1,317.666490
band1,transition,,,,6_1,4_1,384.302032
band2,level,0,2,708.351000,,,
band2,level,2,3,1006.277000,,,
band2,level,4,3,1459.701000,,,
band2,level,6,3,1978.536000,,,
band2,transition,,,,2_3,0_2,93.918035
band2,transition,,,,4_3,2_3,210.181834
band2,transition,,,,6_3,4_3,348.352581
band3,level,2,2,908.135000,,,
band3,level,3,1,1160.939000,,,
band3,level,4,2,1298.980000,,,
band3,level,5,1,1607.171000,,,
band3,level,6,2,1790.369000,,,
band3,transition,,,,3_1,2_2,184.165350
band3,transition,,,,4_2,2_2,157.127347
band3,transition,,,,5_1,4_2,130.194981
band3,transition,,,,6_2,4_2,266.649493
band3,transition,,,,4_2,3_1,185.083320
band3,transition,,,,6_2,5_1,140.000235
band3,transition,,,,5_1,3_1,216.440664
interband,transition,,,,2_2,0_1,0.490990
interband,transition,,,,2_2,2_1,32.285292
interband,transition,,,,2_2,0_2,66.483713
interband,transition,,,,0_2,2_1,93.295847
