band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2067.842000,,,
band1,level,4,1,3830.772000,,,
band1,level,6,1,5223.801000,,,
band1,transition,,,,2_1,0_1,17.218594
band1,transition,,,,4_1,2_1,32.083546
band1,transition,,,,6_1,4_1,54.648125
band2,level,0,2,2861.514000,,,
band2,level,2,3,4199.090000,,,
band2,level,4,3,5493.435000,,,
band2,level,6,4,6576.041000,,,
band2,transition,,,,2_3,0_2,16.083026
band2,transition,,,,4_3,2_3,42.909157
band2,transition,,,,6_4,4_3,83.096330
band3,level,2,2,3745.314000,,,
band3,level,3,1,5296.352000,,,
band3,transition,,,,3_1,2_2,31.015416
interband,transition,,,,2_2,0_1,1.929026
interband,transition,,,,2_2,2_1,15.038378
interband,transition,,,,2_2,0_2,13.726968
interband,transition,,,,0_2,2_1,35.738531
