band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,984.695000,,,
band1,level,4,1,2174.472000,,,
band1,level,6,1,3548.493000,,,
band1,transition,,,,2_1,0_1,23.387041
band1,transition,,,,4_1,2_1,40.455329
band1,transition,,,,6_1,4_1,54.146831
band2,level,0,2,2740.690000,,,
band2,level,2,3,3650.164000,,,
band2,level,4,3,4665.002000,,,
band2,level,6,3,5810.299000,,,
band2,transition,,,,2_3,0_2,33.706152
band2,transition,,,,4_3,2_3,55.866388
band2,transition,,,,6_3,4_3,79.544595
band3,level,2,2,2340.357000,,,
band3,level,3,1,3367.099000,,,
band3,level,4,2,3721.292000,,,
band3,level,5,1,4702.850000,,,
band3,level,6,2,5211.424000,,,
band3,transition,,,,3_1,2_2,46.990997
band3,transition,,,,4_2,2_2,23.158241
band3,transition,,,,5_1,4_2,25.060719
band3,transition,,,,6_2,4_2,42.878055
band3,transition,,,,4_2,3_1,15.033257
band3,transition,,,,6_2,5_1,9.843938
band3,transition,,,,5_1,3_1,35.933260
interband,transition,,,,2_2,0_1,0.000797
interband,transition,,,,2_2,2_1,24.588012
interband,transition,,,,0_2,2_2,0.276927
interband,transition,,,,0_2,2_1,21.436421
