band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1514.441000,,,
band1,level,4,1,3999.220000,,,
band1,level,6,1,7463.230000,,,
band1,transition,,,,2_1,0_1,8.689387
band1,transition,,,,4_1,2_1,13.874168
band1,transition,,,,6_1,4_1,16.530977
band2,level,0,2,6871.975000,,,
band2,level,2,3,9670.896000,,,
band2,level,4,4,12897.670000,,,
band2,level,6,4,17346.515000,,,
band2,transition,,,,2_3,0_2,5.990432
band2,transition,,,,4_4,2_3,9.176716
band2,transition,,,,6_4,4_4,6.722123
band3,level,2,2,5674.285000,,,
band3,level,3,1,7628.842000,,,
band3,level,4,2,8782.877000,,,
band3,level,5,1,10980.062000,,,
band3,level,6,2,12629.321000,,,
band3,transition,,,,3_1,2_2,15.367633
band3,transition,,,,4_2,2_2,6.230927
band3,transition,,,,5_1,4_2,8.693122
band3,transition,,,,6_2,4_2,12.678463
band3,transition,,,,4_2,3_1,11.141560
band3,transition,,,,6_2,5_1,6.403484
band3,transition,,,,5_1,3_1,10.231749
interband,transition,,,,2_2,0_1,0.061470
interband,transition,,,,2_2,2_1,1.928927
interband,transition,,,,0_2,2_2,0.070666
interband,transition,,,,0_2,2_1,4.643530
