band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,657.671000,,,
band1,level,4,1,1538.086000,,,
band1,level,6,2,2582.156000,,,
band1,transition,,,,2_1,0_1,47.995255
band1,transition,,,,4_1,2_1,84.680053
band1,transition,,,,6_2,4_1,113.458342
band2,level,0,2,1560.246000,,,
band2,level,2,3,2258.339000,,,
band2,level,4,4,3028.223000,,,
band2,level,6,3,3139.795000,,,
band2,transition,,,,2_3,0_2,64.815932
band2,transition,,,,4_4,2_3,22.645652
band2,transition,,,,6_3,4_4,2.740380
band3,level,2,2,1442.166000,,,
band3,level,3,1,2289.254000,,,
band3,transition,,,,3_1,2_2,84.129671
interband,transition,,,,2_2,0_1,0.243617
interband,transition,,,,2_2,2_1,47.732805
interband,transition,,,,0_2,2_2,98.536677
interband,transition,,,,0_2,2_1,23.940765
