band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,69.280000,,,
band1,level,4,1,227.460000,,,
band1,level,6,1,467.524000,,,
band1,transition,,,,2_1,0_1,325.504222
band1,transition,,,,4_1,2_1,477.666338
band1,transition,,,,6_1,4_1,552.164076
band2,level,0,2,537.241000,,,
band2,level,2,2,599.151000,,,
band2,level,4,2,734.431000,,,
band2,level,6,2,936.591000,,,
band2,transition,,,,2_2,0_2,493.333279
band2,transition,,,,4_2,2_2,675.443525
band2,transition,,,,6_2,4_2,784.011982
band3,level,2,3,637.580000,,,
band3,level,3,1,701.533000,,,
band3,level,4,3,793.428000,,,
band3,level,5,1,887.568000,,,
band3,level,6,3,1030.395000,,,
band3,transition,,,,3_1,2_3,865.402921
band3,transition,,,,4_3,2_3,274.308711
band3,transition,,,,5_1,4_3,442.332511
band3,transition,,,,6_3,4_3,566.043550
band3,transition,,,,4_3,3_1,480.506058
band3,transition,,,,6_3,5_1,185.387832
band3,transition,,,,5_1,3_1,478.913296
interband,transition,,,,2_3,0_1,3.796817
interband,transition,,,,2_3,2_1,18.473368
interband,transition,,,,2_3,0_2,0.012726
interband,transition,,,,0_2,2_1,55.556817
