band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,132.331000,,,
band1,level,4,1,400.342000,,,
band1,level,6,1,790.305000,,,
band1,transition,,,,2_1,0_1,184.910741
band1,transition,,,,4_1,2_1,277.962698
band1,transition,,,,6_1,4_1,323.700069
band2,level,0,2,765.174000,,,
band2,level,2,3,1175.436000,,,
band2,level,4,4,1673.817000,,,
band2,level,6,4,2209.046000,,,
band2,transition,,,,2_3,0_2,92.235692
band2,transition,,,,4_4,2_3,153.756099
band2,transition,,,,6_4,4_4,237.776734
band3,level,2,2,738.150000,,,
band3,level,3,1,1064.605000,,,
band3,level,4,2,1097.526000,,,
band3,level,5,1,1510.525000,,,
band3,level,6,2,1555.744000,,,
band3,transition,,,,3_1,2_2,165.275033
band3,transition,,,,4_2,2_2,124.846209
band3,transition,,,,5_1,4_2,73.669549
band3,transition,,,,6_2,4_2,204.015541
band3,transition,,,,4_2,3_1,104.410802
band3,transition,,,,6_2,5_1,69.034585
band3,transition,,,,5_1,3_1,162.009272
interband,transition,,,,2_2,0_1,1.313024
interband,transition,,,,2_2,2_1,23.372785
interband,transition,,,,0_2,2_2,233.192639
interband,transition,,,,0_2,2_1,35.811423
