band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,184.256000,,,
band1,level,4,1,551.537000,,,
band1,level,6,1,1058.822000,,,
band1,transition,,,,2_1,0_1,165.315227
band1,transition,,,,4_1,2_1,257.413807
band1,transition,,,,6_1,4_1,318.094587
band2,level,0,2,930.947000,,,
band2,level,2,3,1116.842000,,,
band2,level,4,3,1454.367000,,,
band2,level,6,3,1905.793000,,,
band2,transition,,,,2_3,0_2,242.777129
band2,transition,,,,4_3,2_3,365.640792
band2,transition,,,,6_3,4_3,304.594559
band3,level,2,2,947.164000,,,
band3,level,3,1,1185.494000,,,
band3,level,4,2,1362.311000,,,
band3,level,5,1,1673.258000,,,
band3,level,6,2,1859.219000,,,
band3,transition,,,,3_1,2_2,275.465614
band3,transition,,,,4_2,2_2,118.644884
band3,transition,,,,5_1,4_2,140.871975
band3,transition,,,,6_2,4_2,219.356590
band3,transition,,,,4_2,3_1,175.577166
band3,transition,,,,6_2,5_1,29.858369
band3,transition,,,,5_1,3_1,193.823362
interband,transition,,,,2_2,0_1,3.102421
interband,transition,,,,2_2,2_1,26.985248
interband,transition,,,,2_2,0_2,5.476370
interband,transition,,,,0_2,2_1,68.741377
