band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2029.563000,,,
band1,level,4,1,3912.241000,,,
band1,level,6,1,5681.042000,,,
band1,transition,,,,2_1,0_1,9.126732
band1,transition,,,,4_1,2_1,21.802590
band1,transition,,,,6_1,4_1,38.221089
band2,level,0,2,2604.268000,,,
band2,level,2,3,4562.125000,,,
band2,level,4,3,6514.504000,,,
band2,level,6,3,8287.758000,,,
band2,transition,,,,2_3,0_2,8.568119
band2,transition,,,,4_3,2_3,22.372918
band2,transition,,,,6_3,4_3,42.494868
band3,level,2,2,3880.138000,,,
band3,level,3,1,5999.104000,,,
band3,transition,,,,3_1,2_2,17.400487
interband,transition,,,,2_2,0_1,1.165131
interband,transition,,,,2_2,2_1,12.729154
interband,transition,,,,2_2,0_2,5.733684
interband,transition,,,,0_2,2_1,34.676117
