band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,435.159000,,,
band1,level,4,1,1084.945000,,,
band1,level,6,1,1920.560000,,,
band1,transition,,,,2_1,0_1,58.149517
band1,transition,,,,4_1,2_1,96.967899
band1,transition,,,,6_1,4_1,132.473891
band2,level,0,2,1119.900000,,,
band2,level,2,3,1686.154000,,,
band2,level,4,4,2465.479000,,,
band2,level,6,4,3442.730000,,,
band2,transition,,,,2_3,0_2,66.261417
band2,transition,,,,4_4,2_3,84.358689
band2,transition,,,,6_4,4_4,91.690601
band3,level,2,2,866.413000,,,
band3,level,3,1,1413.917000,,,
band3,level,4,2,1659.523000,,,
band3,level,5,1,2248.103000,,,
band3,level,6,2,2607.515000,,,
band3,transition,,,,3_1,2_2,92.328583
band3,transition,,,,4_2,2_2,55.634007
band3,transition,,,,5_1,4_2,47.456361
band3,transition,,,,6_2,4_2,99.848956
band3,transition,,,,4_2,3_1,27.833342
band3,transition,,,,6_2,5_1,19.286603
band3,transition,,,,5_1,3_1,77.624616
interband,transition,,,,2_2,0_1,1.067974
interband,transition,,,,2_2,2_1,83.392872
interband,transition,,,,0_2,2_2,88.216625
interband,transition,,,,0_2,2_1,44.633042
