band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,474.492000,,,
band1,level,4,1,1158.739000,,,
band1,level,6,1,2044.627000,,,
band1,transition,,,,2_1,0_1,59.106413
band1,transition,,,,4_1,2_1,96.986378
band1,transition,,,,6_1,4_1,123.960734
band2,level,0,2,1424.935000,,,
band2,level,2,3,1907.696000,,,
band2,level,4,3,2511.993000,,,
band2,level,6,3,3214.620000,,,
band2,transition,,,,2_3,0_2,85.726310
band2,transition,,,,4_3,2_3,154.875766
band2,transition,,,,6_3,4_3,217.151978
band3,level,2,2,1248.957000,,,
band3,level,3,1,1865.359000,,,
band3,level,4,2,2080.184000,,,
band3,level,5,1,2750.153000,,,
band3,level,6,2,3029.402000,,,
band3,transition,,,,3_1,2_2,105.892969
band3,transition,,,,4_2,2_2,56.019857
band3,transition,,,,5_1,4_2,52.497336
band3,transition,,,,6_2,4_2,101.852867
band3,transition,,,,4_2,3_1,38.198847
band3,transition,,,,6_2,5_1,25.432441
band3,transition,,,,5_1,3_1,82.458858
interband,transition,,,,2_2,0_1,0.515236
interband,transition,,,,2_2,2_1,52.204205
interband,transition,,,,0_2,2_2,0.099794
interband,transition,,,,0_2,2_1,38.917502
