band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,128.196000,,,
band1,level,4,1,412.030000,,,
band1,level,6,1,841.069000,,,
band1,transition,,,,2_1,0_1,261.046597
band1,transition,,,,4_1,2_1,385.293724
band1,transition,,,,6_1,4_1,442.018516
band2,level,0,2,935.826000,,,
band2,level,2,3,1254.273000,,,
band2,level,4,3,1628.313000,,,
band2,level,6,3,2098.273000,,,
band2,transition,,,,2_3,0_2,143.774353
band2,transition,,,,4_3,2_3,326.159901
band2,transition,,,,6_3,4_3,457.134569
band3,level,2,2,1000.347000,,,
band3,level,3,1,1189.579000,,,
band3,level,4,2,1342.527000,,,
band3,level,5,1,1601.446000,,,
band3,level,6,2,1798.290000,,,
band3,transition,,,,3_1,2_2,339.588483
band3,transition,,,,4_2,2_2,151.266869
band3,transition,,,,5_1,4_2,182.903581
band3,transition,,,,6_2,4_2,314.420896
band3,transition,,,,4_2,3_1,277.851919
band3,transition,,,,6_2,5_1,148.386767
band3,transition,,,,5_1,3_1,237.412192
interband,transition,,,,2_2,0_1,2.986126
interband,transition,,,,2_2,2_1,18.459940
interband,transition,,,,2_2,0_2,21.485306
interband,transition,,,,0_2,2_1,42.315640
