band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,3023.409000,,,
band1,level,4,1,6703.412000,,,
band1,level,6,1,11060.481000,,,
band1,transition,,,,2_1,0_1,5.089100
band1,transition,,,,4_1,2_1,10.413951
band1,transition,,,,6_1,4_1,15.927835
band2,level,0,2,4267.259000,,,
band2,level,2,3,7227.969000,,,
band2,level,4,3,11301.593000,,,
band2,level,6,4,16580.883000,,,
band2,transition,,,,2_3,0_2,6.754215
band2,transition,,,,4_3,2_3,10.204730
band2,transition,,,,6_4,4_3,11.178623
band3,level,2,2,5589.455000,,,
band3,level,3,1,8501.392000,,,
band3,level,4,2,9296.994000,,,
band3,level,5,1,12497.397000,,,
band3,level,6,2,13766.600000,,,
band3,transition,,,,3_1,2_2,12.149646
band3,transition,,,,4_2,2_2,8.181611
band3,transition,,,,5_1,4_2,5.474246
band3,transition,,,,6_2,4_2,13.958361
band3,transition,,,,4_2,3_1,0.273496
band3,transition,,,,6_2,5_1,0.264031
band3,transition,,,,5_1,3_1,10.929291
interband,transition,,,,2_2,0_1,0.068594
interband,transition,,,,2_2,2_1,10.222386
interband,transition,,,,2_2,0_2,0.010155
interband,transition,,,,0_2,2_1,10.910783
