band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,249.507000,,,
band1,level,4,1,633.279000,,,
band1,level,6,1,1124.429000,,,
band1,transition,,,,2_1,0_1,88.226883
band1,transition,,,,4_1,2_1,137.365393
band1,transition,,,,6_1,4_1,185.211950
band2,level,0,2,609.578000,,,
band3,level,2,2,531.279000,,,
band3,level,3,1,1213.696000,,,
band3,transition,,,,3_1,2_2,62.443152
interband,transition,,,,2_2,0_1,7.675403
interband,transition,,,,2_2,2_1,138.089231
interband,transition,,,,0_2,2_2,434.838412
interband,transition,,,,0_2,2_1,18.324339
