band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,3046.178000,,,
band1,level,4,1,5373.471000,,,
band1,level,6,1,7169.452000,,,
band1,transition,,,,2_1,0_1,10.382446
band1,transition,,,,4_1,2_1,22.672147
band1,transition,,,,6_1,4_1,44.101525
band2,level,0,2,4098.563000,,,
band2,level,2,2,5355.393000,,,
band2,level,4,2,7054.379000,,,
band2,level,6,2,8790.091000,,,
band2,transition,,,,2_2,0_2,10.228406
band2,transition,,,,4_2,2_2,26.823388
band2,transition,,,,6_2,4_2,44.143184
band3,level,2,3,6034.682000,,,
band3,level,3,1,7423.002000,,,
band3,level,4,3,7825.887000,,,
band3,level,5,1,8887.964000,,,
band3,level,6,3,9266.451000,,,
band3,transition,,,,3_1,2_3,14.321506
band3,transition,,,,4_3,2_3,25.638876
band3,transition,,,,5_1,4_3,10.370001
band3,transition,,,,6_3,4_3,55.674944
band3,transition,,,,4_3,3_1,12.532407
band3,transition,,,,6_3,5_1,14.426170
band3,transition,,,,5_1,3_1,36.314443
interband,transition,,,,2_3,0_1,0.205612
interband,transition,,,,2_3,2_1,5.606555
interband,transition,,,,2_3,0_2,9.163277
interband,transition,,,,0_2,2_1,34.316927
