band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,508.017000,,,
band1,level,4,1,1148.541000,,,
band1,level,6,1,1903.045000,,,
band1,transition,,,,2_1,0_1,45.926340
band1,transition,,,,4_1,2_1,86.190371
band1,transition,,,,6_1,4_1,125.170924
band2,level,0,2,1082.020000,,,
band2,level,2,3,1855.516000,,,
band2,level,4,4,2699.558000,,,
band2,level,6,4,3588.911000,,,
band2,transition,,,,2_3,0_2,41.198770
band2,transition,,,,4_4,2_3,80.450394
band2,transition,,,,6_4,4_4,121.215138
band3,level,2,2,1047.713000,,,
band3,level,3,1,1908.241000,,,
band3,transition,,,,3_1,2_2,51.942772
interband,transition,,,,2_2,0_1,0.215235
interband,transition,,,,2_2,2_1,62.359832
interband,transition,,,,0_2,2_2,147.098529
interband,transition,,,,0_2,2_1,62.026091
