band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,663.572000,,,
band1,level,4,1,1530.735000,,,
band1,level,6,1,2553.624000,,,
band1,transition,,,,2_1,0_1,21.833154
band1,transition,,,,4_1,2_1,40.915313
band1,transition,,,,6_1,4_1,59.697536
band2,level,0,2,1737.933000,,,
band2,level,2,3,2547.145000,,,
band2,level,4,4,3437.924000,,,
band2,level,6,4,4446.411000,,,
band2,transition,,,,2_3,0_2,29.657495
band2,transition,,,,4_4,2_3,53.556715
band2,transition,,,,6_4,4_4,73.864049
band3,level,2,2,1763.155000,,,
band3,level,3,1,2368.908000,,,
band3,level,4,2,2621.644000,,,
band3,level,5,1,3262.681000,,,
band3,level,6,2,3551.098000,,,
band3,transition,,,,3_1,2_2,53.392135
band3,transition,,,,4_2,2_2,41.960148
band3,transition,,,,5_1,4_2,18.514660
band3,transition,,,,6_2,4_2,77.788490
band3,transition,,,,4_2,3_1,7.822150
band3,transition,,,,6_2,5_1,2.622643
band3,transition,,,,5_1,3_1,53.393941
interband,transition,,,,2_2,0_1,5.004321
interband,transition,,,,2_2,2_1,31.960568
interband,transition,,,,2_2,0_2,3.801883
interband,transition,,,,0_2,2_1,28.412852
