band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,145.655000,,,
band1,level,4,1,441.419000,,,
band1,level,6,1,876.663000,,,
band1,transition,,,,2_1,0_1,257.409913
band1,transition,,,,4_1,2_1,396.964932
band1,transition,,,,6_1,4_1,468.286880
band2,level,0,2,582.092000,,,
band2,level,2,3,1051.864000,,,
band2,level,4,3,1398.531000,,,
band2,level,6,3,1825.036000,,,
band2,transition,,,,2_3,0_2,76.539206
band2,transition,,,,4_3,2_3,340.498314
band2,transition,,,,6_3,4_3,510.743789
band3,level,2,2,822.849000,,,
band3,level,3,1,1109.324000,,,
band3,level,4,2,1223.387000,,,
band3,level,5,1,1530.749000,,,
band3,level,6,2,1676.963000,,,
band3,transition,,,,3_1,2_2,208.737990
band3,transition,,,,4_2,2_2,162.039587
band3,transition,,,,5_1,4_2,140.472745
band3,transition,,,,6_2,4_2,348.730200
band3,transition,,,,4_2,3_1,211.241875
band3,transition,,,,6_2,5_1,98.003512
band3,transition,,,,5_1,3_1,255.939484
interband,transition,,,,2_2,0_1,1.286029
interband,transition,,,,2_2,2_1,32.906513
interband,transition,,,,2_2,0_2,46.298139
interband,transition,,,,0_2,2_1,88.599531
