band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,832.216000,,,
band1,level,4,1,2035.107000,,,
band1,level,6,1,3544.623000,,,
band1,transition,,,,2_1,0_1,16.929880
band1,transition,,,,4_1,2_1,28.254368
band1,transition,,,,6_1,4_1,38.472081
band2,level,0,2,2360.694000,,,
band2,level,2,3,3380.696000,,,
band2,level,4,4,4601.443000,,,
band2,level,6,4,6071.048000,,,
band2,transition,,,,2_3,0_2,21.413137
band2,transition,,,,4_4,2_3,39.048894
band2,transition,,,,6_4,4_4,44.617246
band3,level,2,2,1929.914000,,,
band3,level,3,1,2844.875000,,,
band3,level,4,2,3351.874000,,,
band3,level,5,1,4300.152000,,,
band3,level,6,2,4965.902000,,,
band3,transition,,,,3_1,2_2,32.584563
band3,transition,,,,4_2,2_2,18.806040
band3,transition,,,,5_1,4_2,15.142083
band3,transition,,,,6_2,4_2,34.039210
band3,transition,,,,4_2,3_1,2.503440
band3,transition,,,,6_2,5_1,0.316650
band3,transition,,,,5_1,3_1,25.967662
interband,transition,,,,2_2,0_1,2.836340
interband,transition,,,,2_2,2_1,27.267410
interband,transition,,,,0_2,2_2,0.169179
interband,transition,,,,0_2,2_1,11.354954
