band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1695.847000,,,
band1,level,4,1,4388.991000,,,
band1,level,6,1,8010.340000,,,
band1,transition,,,,2_1,0_1,4.505302
band1,transition,,,,4_1,2_1,7.887961
band1,transition,,,,6_1,4_1,11.081398
band2,level,0,2,4128.744000,,,
band2,level,2,3,6273.944000,,,
band2,level,4,3,8853.924000,,,
band2,level,6,3,12077.417000,,,
band2,transition,,,,2_3,0_2,6.536148
band2,transition,,,,4_3,2_3,9.489678
band2,transition,,,,6_3,4_3,10.532307
band3,level,2,2,4174.970000,,,
band3,level,3,1,6005.077000,,,
band3,level,4,2,7144.985000,,,
band3,level,5,1,9286.704000,,,
band3,level,6,2,10468.378000,,,
band3,transition,,,,3_1,2_2,9.789288
band3,transition,,,,4_2,2_2,6.594220
band3,transition,,,,5_1,4_2,3.993845
band3,transition,,,,6_2,4_2,14.709445
band3,transition,,,,4_2,3_1,2.720714
band3,transition,,,,6_2,5_1,0.679707
band3,transition,,,,5_1,3_1,8.817832
interband,transition,,,,2_2,0_1,0.939710
interband,transition,,,,2_2,2_1,5.842441
interband,transition,,,,2_2,0_2,0.092836
interband,transition,,,,0_2,2_1,4.581714
