band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,181.412000,,,
band1,level,4,1,470.897000,,,
band1,level,6,1,848.068000,,,
band1,transition,,,,2_1,0_1,198.893600
band1,transition,,,,4_1,2_1,318.756329
band1,transition,,,,6_1,4_1,401.034485
band2,level,0,2,661.794000,,,
band2,level,2,3,997.452000,,,
band2,level,4,3,1191.336000,,,
band2,level,6,3,1415.305000,,,
band2,transition,,,,2_3,0_2,103.022430
band2,transition,,,,4_3,2_3,635.626236
band2,transition,,,,6_3,4_3,913.234649
band3,level,2,2,557.279000,,,
band3,level,3,1,933.499000,,,
band3,transition,,,,3_1,2_2,223.863215
interband,transition,,,,2_2,0_1,0.765748
interband,transition,,,,2_2,2_1,102.806589
interband,transition,,,,0_2,2_2,350.445736
interband,transition,,,,0_2,2_1,78.878829
