band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2170.392000,,,
band1,level,4,1,4323.424000,,,
band1,level,6,1,6351.519000,,,
band1,transition,,,,2_1,0_1,4.759364
band1,transition,,,,4_1,2_1,11.250639
band1,transition,,,,6_1,4_1,22.492229
band2,level,0,2,3603.490000,,,
band2,level,2,3,5188.608000,,,
band2,level,4,3,6938.659000,,,
band2,level,6,3,8939.263000,,,
band2,transition,,,,2_3,0_2,12.522039
band2,transition,,,,4_3,2_3,17.545355
band2,transition,,,,6_3,4_3,20.127844
band3,level,2,2,4088.839000,,,
band3,level,3,1,5614.415000,,,
band3,level,4,2,6037.616000,,,
band3,level,5,1,7260.654000,,,
band3,level,6,2,8014.719000,,,
band3,transition,,,,3_1,2_2,19.427047
band3,transition,,,,4_2,2_2,10.939402
band3,transition,,,,5_1,4_2,12.320977
band3,transition,,,,6_2,4_2,22.106718
band3,transition,,,,4_2,3_1,0.543727
band3,transition,,,,6_2,5_1,1.076902
band3,transition,,,,5_1,3_1,20.909097
interband,transition,,,,2_2,0_1,0.398400
interband,transition,,,,2_2,2_1,12.031591
interband,transition,,,,2_2,0_2,0.406605
interband,transition,,,,0_2,2_1,15.195102
