band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,102.131000,,,
band1,level,4,1,337.793000,,,
band1,level,6,1,701.964000,,,
band1,transition,,,,2_1,0_1,250.798168
band1,transition,,,,4_1,2_1,362.435837
band1,transition,,,,6_1,4_1,406.733339
band2,level,0,2,1428.874000,,,
band2,level,2,3,1541.198000,,,
band2,level,4,3,1796.369000,,,
band2,level,6,3,2185.643000,,,
band2,transition,,,,2_3,0_2,266.023274
band2,transition,,,,4_3,2_3,385.704367
band2,transition,,,,6_3,4_3,434.904094
band3,level,2,2,1205.597000,,,
band3,level,3,1,1316.095000,,,
band3,level,4,2,1459.298000,,,
band3,level,5,1,1639.907000,,,
band3,level,6,2,1846.070000,,,
band3,transition,,,,3_1,2_2,423.553817
band3,transition,,,,4_2,2_2,143.271892
band3,transition,,,,5_1,4_2,227.345156
band3,transition,,,,6_2,4_2,289.343304
band3,transition,,,,4_2,3_1,316.022453
band3,transition,,,,6_2,5_1,166.097242
band3,transition,,,,5_1,3_1,232.492691
interband,transition,,,,2_2,0_1,3.433115
interband,transition,,,,2_2,2_1,7.782852
interband,transition,,,,0_2,2_2,2.814465
interband,transition,,,,0_2,2_1,25.033924
