band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,659.368000,,,
band1,level,4,1,1597.025000,,,
band1,level,6,1,2793.225000,,,
band1,transition,,,,2_1,0_1,36.117414
band1,transition,,,,4_1,2_1,59.887417
band1,transition,,,,6_1,4_1,76.510933
band2,level,0,2,2320.773000,,,
band2,level,2,3,3197.566000,,,
band2,level,4,4,4232.653000,,,
band2,level,6,4,5434.006000,,,
band2,transition,,,,2_3,0_2,39.578016
band2,transition,,,,4_4,2_3,70.233616
band2,transition,,,,6_4,4_4,96.299687
band3,level,2,2,1617.537000,,,
band3,level,3,1,2327.041000,,,
band3,level,4,2,2755.895000,,,
band3,level,5,1,3472.994000,,,
band3,level,6,2,4119.601000,,,
band3,transition,,,,3_1,2_2,68.514044
band3,transition,,,,4_2,2_2,30.067819
band3,transition,,,,5_1,4_2,37.246223
band3,transition,,,,6_2,4_2,56.638583
band3,transition,,,,4_2,3_1,29.374370
band3,transition,,,,6_2,5_1,14.828400
band3,transition,,,,5_1,3_1,47.824461
interband,transition,,,,2_2,0_1,0.167076
interband,transition,,,,2_2,2_1,30.880315
interband,transition,,,,0_2,2_2,1.094464
interband,transition,,,,0_2,2_1,28.974528
