band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,172.617000,,,
band1,level,4,1,549.358000,,,
band1,level,6,1,1114.512000,,,
band1,transition,,,,2_1,0_1,186.816961
band1,transition,,,,4_1,2_1,279.396455
band1,transition,,,,6_1,4_1,324.474901
band2,level,0,2,953.441000,,,
band2,level,2,2,1211.343000,,,
band2,level,4,2,1677.320000,,,
band2,level,6,2,2315.069000,,,
band2,transition,,,,2_2,0_2,122.564779
band2,transition,,,,4_2,2_2,189.357144
band2,transition,,,,6_2,4_2,250.929880
band3,level,2,3,1352.721000,,,
band3,level,3,1,1583.989000,,,
band3,level,4,3,1888.833000,,,
band3,level,5,1,2153.266000,,,
band3,level,6,3,2579.088000,,,
band3,transition,,,,3_1,2_3,202.351284
band3,transition,,,,4_3,2_3,123.950966
band3,transition,,,,5_1,4_3,112.164776
band3,transition,,,,6_3,4_3,234.174990
band3,transition,,,,4_3,3_1,125.713862
band3,transition,,,,6_3,5_1,62.941529
band3,transition,,,,5_1,3_1,158.105447
interband,transition,,,,2_3,0_1,5.333522
interband,transition,,,,2_3,2_1,0.786065
interband,transition,,,,2_3,0_2,24.977311
interband,transition,,,,0_2,2_1,49.736697
