band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2541.067000,,,
band1,level,4,1,4955.048000,,,
band1,level,6,1,7046.878000,,,
band1,transition,,,,2_1,0_1,13.970310
band1,transition,,,,4_1,2_1,25.016498
band1,transition,,,,6_1,4_1,36.996234
band2,level,0,2,4093.096000,,,
band2,level,2,3,5675.834000,,,
band2,level,4,3,7424.409000,,,
band2,level,6,3,8976.762000,,,
band2,transition,,,,2_3,0_2,18.854749
band2,transition,,,,4_3,2_3,29.509054
band2,transition,,,,6_3,4_3,55.294230
band3,level,2,2,5007.596000,,,
band3,level,3,1,7239.940000,,,
band3,transition,,,,3_1,2_2,26.924957
interband,transition,,,,2_2,0_1,1.913595
interband,transition,,,,2_2,2_1,21.514779
interband,transition,,,,2_2,0_2,4.185664
interband,transition,,,,0_2,2_1,20.109561
