band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1157.818000,,,
band1,level,4,1,2256.342000,,,
band1,level,6,1,3320.579000,,,
band1,transition,,,,2_1,0_1,15.213462
band1,transition,,,,4_1,2_1,35.530163
band1,transition,,,,6_1,4_1,62.616340
band2,level,0,2,2016.913000,,,
band2,level,2,3,2976.633000,,,
band2,level,4,4,4009.969000,,,
band2,level,6,4,5126.663000,,,
band2,transition,,,,2_3,0_2,26.030835
band2,transition,,,,4_4,2_3,35.501462
band2,transition,,,,6_4,4_4,51.657742
band3,level,2,2,2216.041000,,,
band3,level,3,1,2940.546000,,,
band3,level,4,2,3223.392000,,,
band3,level,5,1,3873.221000,,,
band3,level,6,2,4318.901000,,,
band3,transition,,,,3_1,2_2,50.083387
band3,transition,,,,4_2,2_2,37.596911
band3,transition,,,,5_1,4_2,24.930469
band3,transition,,,,6_2,4_2,62.847491
band3,transition,,,,4_2,3_1,0.147640
band3,transition,,,,6_2,5_1,2.039310
band3,transition,,,,5_1,3_1,50.914506
interband,transition,,,,2_2,0_1,1.420048
interband,transition,,,,2_2,2_1,34.432802
interband,transition,,,,2_2,0_2,7.658858
interband,transition,,,,0_2,2_1,44.270317
