band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,3401.595000,,,
band1,level,4,1,6912.968000,,,
band1,level,6,1,11044.288000,,,
band1,transition,,,,2_1,0_1,4.236641
band1,transition,,,,4_1,2_1,9.166724
band1,transition,,,,6_1,4_1,12.151692
band2,level,0,2,6090.969000,,,
band2,level,2,3,11839.872000,,,
band2,level,4,3,18332.249000,,,
band2,level,6,3,24956.400000,,,
band2,transition,,,,2_3,0_2,3.250079
band2,transition,,,,4_3,2_3,3.192465
band2,transition,,,,6_3,4_3,3.692325
band3,level,2,2,8551.587000,,,
band3,level,3,1,11981.252000,,,
band3,level,4,2,13120.347000,,,
band3,level,5,1,16300.852000,,,
band3,level,6,2,18011.494000,,,
band3,transition,,,,3_1,2_2,8.693831
band3,transition,,,,4_2,2_2,4.128756
band3,transition,,,,5_1,4_2,5.552848
band3,transition,,,,6_2,4_2,8.437776
band3,transition,,,,4_2,3_1,6.954920
band3,transition,,,,6_2,5_1,4.682019
band3,transition,,,,5_1,3_1,6.940977
interband,transition,,,,2_2,0_1,0.007624
interband,transition,,,,2_2,2_1,2.226673
interband,transition,,,,2_2,0_2,0.303094
interband,transition,,,,0_2,2_1,9.992090
