nucleus  rho21  rho31  rho41  rho32  rho42 rho43
Ce118	0.349731 0.044128  0.000828  0.235048  0.325234 0.016857
Ce120	0.294731 0.031594  0.001466  0.243137  0.307107 0.009893
Ce122	0.337860 0.036537  0.002825  0.182088  0.315191 0.024753
Ce124	0.283661 0.037494  0.021768  0.251311  0.340671 0.025551
Ce126	0.297716 0.062581  0.013265  0.194595  0.307709 0.006293
Ce128	0.168546 0.065964  0.028516  0.223937  0.275940 0.034009
Ce130	0.039544 0.070589  0.013344  0.040560  0.466894 0.077463
Ce132	0.067519 0.006804  0.000000  0.004862  0.103685 0.111598
Ce134	0.046410 0.000064  0.000007  0.000053  0.145787 0.006429
Ce136	0.029074 0.000272  0.000200  0.001357  0.081234 0.007705
Ce138	0.010379 0.000001  0.000003  0.001113  0.033834 0.000280
Ce140	0.011800 0.001184  0.001686  0.000001  0.039872 0.000077
Ce142	0.009558 0.000258  0.000481  0.021673  0.010282 0.000003
Ce144	0.024986 0.003436  0.001591  0.000353  0.070370 0.000066
Ce146	0.045788 0.009154  0.000867  0.000011  0.124342 0.000648
Ce148	0.075839 0.024147  0.000209  0.003001  0.204958 0.007168
Ce150	0.107003 0.031391  0.000095  0.019049  0.199852 0.031083
Ce152	0.116014 0.042460  0.000143  0.041566  0.220912 0.043887
Ce154	0.112906 0.052978  0.000134  0.076208  0.223005 0.049366
Ce156	0.112591 0.074729  0.001888  0.084389  0.172965 0.021741
Ce158	0.122966 0.075644  0.006070  0.124957  0.151779 0.005782
Ce160	0.129584 0.075888  0.009850  0.142557  0.159425 0.007125
Ce162	0.103756 0.078795  0.016132  0.128339  0.154095 0.020776
Ce164	0.071689 0.079122  0.019000  0.097509  0.148202 0.068814
Ce166	0.011961 0.113054  0.015065  0.062571  0.028030 0.006140
Ce168	0.024191 0.065190  0.001212  0.008063  0.163662 0.065816
Ce170	0.021548 0.042041  0.000026  0.000077  0.129525 0.020186
Ce172	0.034716 0.010572  0.000042  0.000323  0.110503 0.000290
Ce174	0.029444 0.000664  0.000109  0.000033  0.069383 0.000007
Ce176	0.018252 0.000180  0.000000  0.000000  0.051245 0.001554
Ce178	0.011664 0.000129  0.000016  0.000597  0.031382 0.000703
Ce180	0.005609 0.000467  0.000021  0.000462  0.018865 0.000077
Ce182	0.001452 0.000144  0.000433  0.005693  0.003900 0.002283
Ce184	0.000543 0.000293  0.000291  0.001308  0.005346 0.003205
Ce186	0.001955 0.000079  0.000387  0.008031  0.004574 0.001567
Ce188	0.006934 0.000476  0.000535  0.015120  0.013352 0.001780
Ce190	0.015536 0.001509  0.000528  0.004008  0.046301 0.000146
Ce192	0.026397 0.003840  0.000955  0.001171  0.085667 0.000616
Ce194	0.035350 0.013467  0.001363  0.000798  0.123818 0.007103
Ce196	0.017250 0.056643  0.000601  0.000060  0.138694 0.053414
Ce198	0.004610 0.089246  0.000015  0.002819  0.127675 0.106786
Ce200	0.001230 0.107214  0.001682  0.008766  0.134216 0.137023
Ce202	0.000109 0.117326  0.005751  0.017061  0.143152 0.151620
Ce204	0.000191 0.123106  0.010089  0.025708  0.147492 0.159587
Ce206	0.001709 0.126381  0.012378  0.032336  0.143390 0.171574
Ce208	0.004464 0.127934  0.010732  0.035018  0.134617 0.185103
