band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,710.010000,,,
band1,level,4,1,1534.883000,,,
band1,level,6,1,2623.407000,,,
band1,transition,,,,2_1,0_1,20.845526
band1,transition,,,,4_1,2_1,47.919622
band1,transition,,,,6_1,4_1,59.031899
band2,level,0,2,922.425000,,,
band2,level,2,3,2251.413000,,,
band2,level,4,3,3164.588000,,,
band2,level,6,3,4220.507000,,,
band2,transition,,,,2_3,0_2,16.368428
band2,transition,,,,4_3,2_3,31.898865
band2,transition,,,,6_3,4_3,40.007486
band3,level,2,2,1542.711000,,,
band3,level,3,1,2173.456000,,,
band3,level,4,2,2514.611000,,,
band3,level,5,1,3194.774000,,,
band3,level,6,2,3704.281000,,,
band3,transition,,,,3_1,2_2,46.052877
band3,transition,,,,4_2,2_2,22.683461
band3,transition,,,,5_1,4_2,19.969697
band3,transition,,,,6_2,4_2,40.299993
band3,transition,,,,4_2,3_1,14.416282
band3,transition,,,,6_2,5_1,6.601047
band3,transition,,,,5_1,3_1,30.628812
interband,transition,,,,2_2,0_1,0.265338
interband,transition,,,,2_2,2_1,17.452080
interband,transition,,,,2_2,0_2,0.116440
interband,transition,,,,0_2,2_1,64.378419
