band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,912.284000,,,
band1,level,4,1,1813.859000,,,
band1,level,6,1,2668.759000,,,
band1,transition,,,,2_1,0_1,26.133700
band1,transition,,,,4_1,2_1,60.479246
band1,transition,,,,6_1,4_1,135.468747
band2,level,0,2,1264.217000,,,
band2,level,2,3,1849.971000,,,
band2,level,4,3,2778.596000,,,
band2,level,6,3,3859.923000,,,
band2,transition,,,,2_3,0_2,40.153044
band2,transition,,,,4_3,2_3,51.448997
band2,transition,,,,6_3,4_3,56.781689
band3,level,2,2,1617.037000,,,
band3,level,3,1,2367.417000,,,
band3,level,4,2,2421.225000,,,
band3,level,5,1,3096.065000,,,
band3,level,6,2,3418.321000,,,
band3,transition,,,,3_1,2_2,46.185603
band3,transition,,,,4_2,2_2,62.439558
band3,transition,,,,5_1,4_2,30.730935
band3,transition,,,,6_2,4_2,75.917291
band3,transition,,,,4_2,3_1,17.744742
band3,transition,,,,6_2,5_1,38.662697
band3,transition,,,,5_1,3_1,95.959580
interband,transition,,,,2_2,0_1,0.035895
interband,transition,,,,2_2,2_1,41.422111
interband,transition,,,,2_2,0_2,30.800186
interband,transition,,,,0_2,2_1,89.149371
