band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,152.509000,,,
band1,level,4,1,458.489000,,,
band1,level,6,1,888.181000,,,
band1,transition,,,,2_1,0_1,186.591602
band1,transition,,,,4_1,2_1,284.722368
band1,transition,,,,6_1,4_1,343.322177
band2,level,0,2,984.023000,,,
band2,level,2,3,1175.524000,,,
band2,level,4,3,1392.846000,,,
band2,level,6,3,1671.850000,,,
band2,transition,,,,2_3,0_2,208.380899
band2,transition,,,,4_3,2_3,556.914399
band2,transition,,,,6_3,4_3,687.628002
band3,level,2,2,765.470000,,,
band3,level,3,1,978.627000,,,
band3,level,4,2,1125.443000,,,
band3,level,5,1,1408.369000,,,
band3,level,6,2,1564.755000,,,
band3,transition,,,,3_1,2_2,301.719814
band3,transition,,,,4_2,2_2,136.431561
band3,transition,,,,5_1,4_2,148.925429
band3,transition,,,,6_2,4_2,264.080950
band3,transition,,,,4_2,3_1,205.579574
band3,transition,,,,6_2,5_1,97.595299
band3,transition,,,,5_1,3_1,207.782267
interband,transition,,,,2_2,0_1,4.158396
interband,transition,,,,2_2,2_1,31.076432
interband,transition,,,,0_2,2_2,84.016408
interband,transition,,,,0_2,2_1,45.952512
