band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,261.377000,,,
band1,level,4,1,683.794000,,,
band1,level,6,1,1228.184000,,,
band1,transition,,,,2_1,0_1,119.805793
band1,transition,,,,4_1,2_1,191.920243
band1,transition,,,,6_1,4_1,243.619661
band2,level,0,2,949.868000,,,
band2,level,2,3,1392.365000,,,
band2,transition,,,,2_3,0_2,104.137460
band3,level,2,2,710.830000,,,
band3,level,3,1,1103.821000,,,
band3,level,4,2,1172.024000,,,
band3,level,5,1,1660.430000,,,
band3,level,6,2,1720.910000,,,
band3,transition,,,,3_1,2_2,183.701923
band3,transition,,,,4_2,2_2,116.778798
band3,transition,,,,5_1,4_2,76.885028
band3,transition,,,,6_2,4_2,195.996076
band3,transition,,,,4_2,3_1,55.240168
band3,transition,,,,6_2,5_1,39.490976
band3,transition,,,,5_1,3_1,152.104119
interband,transition,,,,2_2,0_1,1.088374
interband,transition,,,,2_2,2_1,73.987120
interband,transition,,,,0_2,2_2,189.419568
interband,transition,,,,0_2,2_1,6.679036
