band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,930.218000,,,
band1,level,4,1,1985.763000,,,
band1,level,6,1,3174.619000,,,
band1,transition,,,,2_1,0_1,19.129674
band1,transition,,,,4_1,2_1,40.119420
band1,transition,,,,6_1,4_1,60.727946
band2,level,0,2,1957.635000,,,
band2,level,2,3,3077.296000,,,
band2,level,4,3,4155.637000,,,
band2,level,6,3,5291.705000,,,
band2,transition,,,,2_3,0_2,26.200410
band2,transition,,,,4_3,2_3,51.986509
band2,transition,,,,6_3,4_3,79.762043
band3,level,2,2,1923.116000,,,
band3,level,3,1,3116.829000,,,
band3,transition,,,,3_1,2_2,32.141625
interband,transition,,,,2_2,0_1,0.017496
interband,transition,,,,2_2,2_1,28.262119
interband,transition,,,,0_2,2_2,31.576352
interband,transition,,,,0_2,2_1,44.865032
