band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,573.110000,,,
band1,level,4,1,1319.844000,,,
band1,level,6,1,2238.341000,,,
band1,transition,,,,2_1,0_1,42.416516
band1,transition,,,,4_1,2_1,74.044074
band1,transition,,,,6_1,4_1,96.574662
band2,level,0,2,1639.181000,,,
band2,level,2,3,2388.375000,,,
band2,level,4,3,3141.845000,,,
band2,level,6,3,3933.685000,,,
band2,transition,,,,2_3,0_2,48.878800
band2,transition,,,,4_3,2_3,98.324679
band2,transition,,,,6_3,4_3,145.934469
band3,level,2,2,1629.231000,,,
band3,level,3,1,2377.899000,,,
band3,level,4,2,2522.186000,,,
band3,level,5,1,3316.558000,,,
band3,level,6,2,3471.799000,,,
band3,transition,,,,3_1,2_2,75.396163
band3,transition,,,,4_2,2_2,44.854138
band3,transition,,,,5_1,4_2,36.954643
band3,transition,,,,6_2,4_2,81.623802
band3,transition,,,,4_2,3_1,29.215990
band3,transition,,,,6_2,5_1,23.365489
band3,transition,,,,5_1,3_1,65.318184
interband,transition,,,,2_2,0_1,0.819020
interband,transition,,,,2_2,2_1,34.588365
interband,transition,,,,0_2,2_2,6.312456
interband,transition,,,,0_2,2_1,45.812629
