band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,991.259000,,,
band1,level,4,1,2410.803000,,,
band1,level,6,1,4223.500000,,,
band1,transition,,,,2_1,0_1,14.225106
band1,transition,,,,4_1,2_1,24.010349
band1,transition,,,,6_1,4_1,31.278223
band2,level,0,2,3081.997000,,,
band2,level,2,3,4361.162000,,,
band2,level,4,4,5800.207000,,,
band2,level,6,4,7534.535000,,,
band2,transition,,,,2_3,0_2,17.690931
band2,transition,,,,4_4,2_3,33.886461
band2,transition,,,,6_4,4_4,42.697419
band3,level,2,2,2180.765000,,,
band3,level,3,1,3455.903000,,,
band3,level,4,2,3777.989000,,,
band3,level,5,1,5261.666000,,,
band3,level,6,2,5704.279000,,,
band3,transition,,,,3_1,2_2,24.652161
band3,transition,,,,4_2,2_2,13.570546
band3,transition,,,,5_1,4_2,11.522392
band3,transition,,,,6_2,4_2,23.584758
band3,transition,,,,4_2,3_1,5.579403
band3,transition,,,,6_2,5_1,4.066742
band3,transition,,,,5_1,3_1,18.997414
interband,transition,,,,2_2,0_1,0.027747
interband,transition,,,,2_2,2_1,14.490676
interband,transition,,,,0_2,2_2,7.395443
interband,transition,,,,0_2,2_1,13.687227
