band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1735.189000,,,
band1,level,4,1,2984.791000,,,
band1,level,6,2,3875.703000,,,
band1,transition,,,,2_1,0_1,18.751789
band1,transition,,,,4_1,2_1,34.859788
band1,transition,,,,6_2,4_1,92.506941
band2,level,0,2,2061.055000,,,
band2,level,2,2,2723.385000,,,
band2,level,4,3,3646.658000,,,
band2,level,6,4,4291.190000,,,
band2,transition,,,,2_2,0_2,28.094759
band2,transition,,,,4_3,2_2,40.425992
band2,transition,,,,6_4,4_3,0.763824
band3,level,2,3,3231.106000,,,
band3,level,3,2,3874.404000,,,
band3,transition,,,,3_2,2_3,36.113494
interband,transition,,,,2_3,0_1,0.958939
interband,transition,,,,2_3,2_1,33.925606
interband,transition,,,,2_3,0_2,13.802839
interband,transition,,,,0_2,2_1,62.050927
