band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,100.813000,,,
band1,level,4,1,326.940000,,,
band1,level,6,1,668.155000,,,
band1,transition,,,,2_1,0_1,230.415648
band1,transition,,,,4_1,2_1,336.292670
band1,transition,,,,6_1,4_1,381.760721
band2,level,0,2,1232.448000,,,
band2,level,2,3,1482.250000,,,
band2,level,4,3,1776.435000,,,
band2,level,6,3,2204.706000,,,
band2,transition,,,,2_3,0_2,149.738262
band2,transition,,,,4_3,2_3,144.833718
band2,transition,,,,6_3,4_3,210.091725
band3,level,2,2,1036.209000,,,
band3,level,3,1,1189.467000,,,
band3,level,4,2,1321.231000,,,
band3,level,5,1,1540.333000,,,
band3,level,6,2,1707.536000,,,
band3,transition,,,,3_1,2_2,327.106041
band3,transition,,,,4_2,2_2,133.028885
band3,transition,,,,5_1,4_2,171.522133
band3,transition,,,,6_2,4_2,267.689269
band3,transition,,,,4_2,3_1,253.183259
band3,transition,,,,6_2,5_1,138.491510
band3,transition,,,,5_1,3_1,207.219846
interband,transition,,,,2_2,0_1,3.245049
interband,transition,,,,2_2,2_1,11.337483
interband,transition,,,,0_2,2_2,88.810704
interband,transition,,,,0_2,2_1,15.552888
