band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,867.273000,,,
band1,level,4,1,1749.225000,,,
band1,level,6,1,2722.819000,,,
band1,transition,,,,2_1,0_1,23.659099
band1,transition,,,,4_1,2_1,49.076610
band1,transition,,,,6_1,4_1,70.045238
band2,level,0,2,1611.959000,,,
band2,level,2,3,2787.282000,,,
band2,level,4,3,3865.843000,,,
band2,level,6,3,4993.078000,,,
band2,transition,,,,2_3,0_2,28.905595
band2,transition,,,,4_3,2_3,42.245138
band2,transition,,,,6_3,4_3,73.599979
band3,level,2,2,1966.698000,,,
band3,level,3,1,2827.016000,,,
band3,level,4,2,3038.782000,,,
band3,level,5,1,3840.532000,,,
band3,level,6,2,4155.222000,,,
band3,transition,,,,3_1,2_2,53.123643
band3,transition,,,,4_2,2_2,30.661168
band3,transition,,,,5_1,4_2,27.322150
band3,transition,,,,6_2,4_2,54.405588
band3,transition,,,,4_2,3_1,10.516798
band3,transition,,,,6_2,5_1,6.026251
band3,transition,,,,5_1,3_1,46.153939
interband,transition,,,,2_2,0_1,4.129408
interband,transition,,,,2_2,2_1,45.052859
interband,transition,,,,2_2,0_2,1.001893
interband,transition,,,,0_2,2_1,51.896365
