band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1236.061000,,,
band1,level,4,1,2228.119000,,,
band1,level,6,1,3150.745000,,,
band1,transition,,,,2_1,0_1,18.022110
band1,transition,,,,4_1,2_1,49.544016
band1,transition,,,,6_1,4_1,89.786734
band2,level,0,2,1680.497000,,,
band2,level,2,3,2608.359000,,,
band2,level,4,3,3560.931000,,,
band2,level,6,3,4525.063000,,,
band2,transition,,,,2_3,0_2,32.265879
band2,transition,,,,4_3,2_3,39.261301
band2,transition,,,,6_3,4_3,84.656179
band3,level,2,2,2138.221000,,,
band3,level,3,1,2843.974000,,,
band3,level,4,2,3040.655000,,,
band3,level,5,1,3670.011000,,,
band3,level,6,2,4007.618000,,,
band3,transition,,,,3_1,2_2,70.586193
band3,transition,,,,4_2,2_2,45.058706
band3,transition,,,,5_1,4_2,36.440450
band3,transition,,,,6_2,4_2,79.736662
band3,transition,,,,4_2,3_1,6.040829
band3,transition,,,,6_2,5_1,6.844069
band3,transition,,,,5_1,3_1,68.641068
interband,transition,,,,2_2,0_1,0.582095
interband,transition,,,,2_2,2_1,49.243695
interband,transition,,,,2_2,0_2,3.574021
interband,transition,,,,0_2,2_1,82.402763
