band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,832.437000,,,
band1,level,4,1,1742.115000,,,
band1,level,6,1,2773.022000,,,
band1,transition,,,,2_1,0_1,29.633017
band1,transition,,,,4_1,2_1,58.236303
band1,transition,,,,6_1,4_1,81.944141
band2,level,0,2,1639.355000,,,
band2,level,2,3,2548.438000,,,
band2,level,4,3,3464.834000,,,
band2,level,6,3,4432.501000,,,
band2,transition,,,,2_3,0_2,37.686229
band2,transition,,,,4_3,2_3,73.966861
band2,transition,,,,6_3,4_3,108.084132
band3,level,2,2,1946.205000,,,
band3,level,3,1,2821.311000,,,
band3,level,4,2,2958.869000,,,
band3,level,5,1,3846.802000,,,
band3,level,6,2,4014.731000,,,
band3,transition,,,,3_1,2_2,63.854658
band3,transition,,,,4_2,2_2,38.125418
band3,transition,,,,5_1,4_2,32.089532
band3,transition,,,,6_2,4_2,70.235205
band3,transition,,,,4_2,3_1,18.390975
band3,transition,,,,6_2,5_1,15.240479
band3,transition,,,,5_1,3_1,56.374207
interband,transition,,,,2_2,0_1,0.288725
interband,transition,,,,2_2,2_1,37.163802
interband,transition,,,,2_2,0_2,0.709487
interband,transition,,,,0_2,2_1,53.377043
