band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,117.100000,,,
band1,level,4,1,369.302000,,,
band1,level,6,1,740.669000,,,
band1,transition,,,,2_1,0_1,202.698778
band1,transition,,,,4_1,2_1,302.466880
band1,transition,,,,6_1,4_1,352.619451
band2,level,0,2,1116.922000,,,
band2,level,2,3,1295.421000,,,
band2,level,4,3,1576.387000,,,
band2,level,6,3,1941.681000,,,
band2,transition,,,,2_3,0_2,211.795424
band2,transition,,,,4_3,2_3,364.376223
band2,transition,,,,6_3,4_3,469.021264
band3,level,2,2,1056.036000,,,
band3,level,3,1,1209.672000,,,
band3,level,4,2,1348.233000,,,
band3,level,5,1,1567.945000,,,
band3,level,6,2,1732.756000,,,
band3,transition,,,,3_1,2_2,351.129540
band3,transition,,,,4_2,2_2,137.345769
band3,transition,,,,5_1,4_2,183.444727
band3,transition,,,,6_2,4_2,291.426301
band3,transition,,,,4_2,3_1,268.492049
band3,transition,,,,6_2,5_1,151.168053
band3,transition,,,,5_1,3_1,222.437330
interband,transition,,,,2_2,0_1,3.803140
interband,transition,,,,2_2,2_1,16.237715
interband,transition,,,,0_2,2_2,12.580550
interband,transition,,,,0_2,2_1,59.167757
