band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,3024.466000,,,
band1,level,4,1,4932.435000,,,
band1,level,6,1,6878.501000,,,
band1,transition,,,,2_1,0_1,3.096260
band1,transition,,,,4_1,2_1,18.480478
band1,transition,,,,6_1,4_1,34.940632
band2,level,0,2,3093.237000,,,
band2,level,2,3,5421.921000,,,
band2,level,4,4,8148.304000,,,
band2,level,6,4,10570.960000,,,
band2,transition,,,,2_3,0_2,5.890087
band2,transition,,,,4_4,2_3,13.487117
band2,transition,,,,6_4,4_4,17.657227
band3,level,2,2,4337.882000,,,
band3,level,3,1,5483.895000,,,
band3,level,4,2,6203.574000,,,
band3,level,5,1,7267.075000,,,
band3,level,6,2,8353.030000,,,
band3,transition,,,,3_1,2_2,26.486141
band3,transition,,,,4_2,2_2,14.555179
band3,transition,,,,5_1,4_2,17.537187
band3,transition,,,,6_2,4_2,26.515177
band3,transition,,,,4_2,3_1,7.304323
band3,transition,,,,6_2,5_1,5.200258
band3,transition,,,,5_1,3_1,22.518503
interband,transition,,,,2_2,0_1,0.057325
interband,transition,,,,2_2,2_1,18.640483
interband,transition,,,,2_2,0_2,1.901987
interband,transition,,,,0_2,2_1,46.705008
