band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1242.586000,,,
band1,level,4,1,3095.552000,,,
band1,level,6,1,5517.404000,,,
band1,transition,,,,2_1,0_1,15.383204
band1,transition,,,,4_1,2_1,27.181993
band1,transition,,,,6_1,4_1,35.775256
band2,level,0,2,3173.430000,,,
band2,level,2,3,4665.157000,,,
band2,level,4,3,6495.409000,,,
band2,level,6,3,8779.318000,,,
band2,transition,,,,2_3,0_2,19.381893
band2,transition,,,,4_3,2_3,39.125874
band2,transition,,,,6_3,4_3,52.092641
band3,level,2,2,3094.551000,,,
band3,level,3,1,4698.693000,,,
band3,level,4,2,5365.871000,,,
band3,level,5,1,7211.397000,,,
band3,level,6,2,8009.420000,,,
band3,transition,,,,3_1,2_2,27.131752
band3,transition,,,,4_2,2_2,15.042508
band3,transition,,,,5_1,4_2,13.706343
band3,transition,,,,6_2,4_2,30.404793
band3,transition,,,,4_2,3_1,14.566293
band3,transition,,,,6_2,5_1,11.720884
band3,transition,,,,5_1,3_1,23.228508
interband,transition,,,,2_2,0_1,0.059084
interband,transition,,,,2_2,2_1,10.066387
interband,transition,,,,0_2,2_2,0.778787
interband,transition,,,,0_2,2_1,17.395769
