band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1843.919000,,,
band1,level,4,1,3368.142000,,,
band1,level,6,1,4762.067000,,,
band1,transition,,,,2_1,0_1,9.935496
band1,transition,,,,4_1,2_1,25.465297
band1,transition,,,,6_1,4_1,47.283587
band2,level,0,2,2542.829000,,,
band2,level,2,2,3506.903000,,,
band2,level,4,2,4988.929000,,,
band2,level,6,2,6518.694000,,,
band2,transition,,,,2_2,0_2,11.744803
band2,transition,,,,4_2,2_2,26.647322
band2,transition,,,,6_2,4_2,46.526837
band3,level,2,3,4351.202000,,,
band3,level,3,1,5353.608000,,,
band3,level,4,3,5889.324000,,,
band3,level,5,1,6651.570000,,,
band3,level,6,3,7198.096000,,,
band3,transition,,,,3_1,2_3,17.838266
band3,transition,,,,4_3,2_3,24.813512
band3,transition,,,,5_1,4_3,17.951255
band3,transition,,,,6_3,4_3,52.709826
band3,transition,,,,4_3,3_1,20.265910
band3,transition,,,,6_3,5_1,21.877466
band3,transition,,,,5_1,3_1,34.513406
interband,transition,,,,2_3,0_1,0.024806
interband,transition,,,,2_3,2_1,3.607908
interband,transition,,,,2_3,0_2,7.688251
interband,transition,,,,0_2,2_1,40.894573
