band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,679.797000,,,
band1,level,4,1,1517.000000,,,
band1,level,6,1,2511.108000,,,
band1,transition,,,,2_1,0_1,28.689862
band1,transition,,,,4_1,2_1,51.825806
band1,transition,,,,6_1,4_1,70.187278
band2,level,0,2,1868.644000,,,
band2,level,2,3,2698.657000,,,
band2,level,4,3,3481.952000,,,
band2,level,6,3,4315.263000,,,
band2,transition,,,,2_3,0_2,39.570418
band2,transition,,,,4_3,2_3,86.010911
band2,transition,,,,6_3,4_3,121.367530
band3,level,2,2,1801.242000,,,
band3,level,3,1,2717.056000,,,
band3,level,4,2,2808.305000,,,
band3,level,5,1,3808.605000,,,
band3,level,6,2,3874.636000,,,
band3,transition,,,,3_1,2_2,50.211380
band3,transition,,,,4_2,2_2,33.055433
band3,transition,,,,5_1,4_2,23.151490
band3,transition,,,,6_2,4_2,61.352200
band3,transition,,,,4_2,3_1,12.629243
band3,transition,,,,6_2,5_1,7.476320
band3,transition,,,,5_1,3_1,45.217809
interband,transition,,,,2_2,0_1,0.300608
interband,transition,,,,2_2,2_1,29.977904
interband,transition,,,,0_2,2_2,12.637172
interband,transition,,,,0_2,2_1,38.901920
