band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,928.602000,,,
band1,level,4,1,2233.024000,,,
band1,level,6,1,3909.996000,,,
band1,transition,,,,2_1,0_1,14.307809
band1,transition,,,,4_1,2_1,25.295693
band1,transition,,,,6_1,4_1,32.586883
band2,level,0,2,2561.338000,,,
band2,level,2,3,4121.826000,,,
band2,level,4,4,5895.795000,,,
band2,level,6,4,7880.383000,,,
band2,transition,,,,2_3,0_2,12.470856
band2,transition,,,,4_4,2_3,16.284919
band2,transition,,,,6_4,4_4,16.749925
band3,level,2,2,2533.251000,,,
band3,level,3,1,3867.828000,,,
band3,level,4,2,4169.203000,,,
band3,level,5,1,5638.928000,,,
band3,level,6,2,6092.958000,,,
band3,transition,,,,3_1,2_2,21.951502
band3,transition,,,,4_2,2_2,12.807555
band3,transition,,,,5_1,4_2,11.480732
band3,transition,,,,6_2,4_2,23.609067
band3,transition,,,,4_2,3_1,11.701509
band3,transition,,,,6_2,5_1,8.560684
band3,transition,,,,5_1,3_1,19.610522
interband,transition,,,,2_2,0_1,0.009260
interband,transition,,,,2_2,2_1,7.996993
interband,transition,,,,0_2,2_2,11.264117
interband,transition,,,,0_2,2_1,17.369381
