band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,254.982000,,,
band1,level,4,1,816.166000,,,
band1,level,6,1,1678.355000,,,
band1,transition,,,,2_1,0_1,129.489846
band1,transition,,,,4_1,2_1,191.113086
band1,transition,,,,6_1,4_1,215.754090
band2,level,0,2,1073.422000,,,
band2,level,2,3,1768.256000,,,
band2,level,4,3,2588.075000,,,
band2,level,6,3,3711.881000,,,
band2,transition,,,,2_3,0_2,37.859502
band2,transition,,,,4_3,2_3,102.780291
band2,transition,,,,6_3,4_3,138.346252
band3,level,2,2,1406.557000,,,
band3,level,3,1,1849.339000,,,
band3,level,4,2,2122.919000,,,
band3,level,5,1,2729.567000,,,
band3,level,6,2,3087.197000,,,
band3,transition,,,,3_1,2_2,111.367659
band3,transition,,,,4_2,2_2,75.824168
band3,transition,,,,5_1,4_2,50.499726
band3,transition,,,,6_2,4_2,143.778122
band3,transition,,,,4_2,3_1,102.733408
band3,transition,,,,6_2,5_1,60.598586
band3,transition,,,,5_1,3_1,101.130043
interband,transition,,,,2_2,0_1,0.751795
interband,transition,,,,2_2,2_1,8.430839
interband,transition,,,,2_2,0_2,17.184424
interband,transition,,,,0_2,2_1,22.566921
