band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,3431.431000,,,
band1,level,4,1,8576.759000,,,
band1,level,6,1,15371.951000,,,
band1,transition,,,,2_1,0_1,7.037487
band1,transition,,,,4_1,2_1,12.470900
band1,transition,,,,6_1,4_1,17.565210
band2,level,0,2,7222.777000,,,
band2,level,2,3,10950.006000,,,
band2,level,4,4,16718.339000,,,
band2,level,6,4,24757.782000,,,
band2,transition,,,,2_3,0_2,8.471337
band2,transition,,,,4_4,2_3,11.407015
band2,transition,,,,6_4,4_4,14.327158
band3,level,2,2,6415.016000,,,
band3,level,3,1,10481.027000,,,
band3,level,4,2,12069.313000,,,
band3,level,5,1,16865.667000,,,
band3,level,6,2,19209.320000,,,
band3,transition,,,,3_1,2_2,13.804130
band3,transition,,,,4_2,2_2,7.931126
band3,transition,,,,5_1,4_2,6.933400
band3,transition,,,,6_2,4_2,13.915413
band3,transition,,,,4_2,3_1,3.199631
band3,transition,,,,6_2,5_1,2.873911
band3,transition,,,,5_1,3_1,11.076084
interband,transition,,,,2_2,0_1,0.242648
interband,transition,,,,2_2,2_1,10.545489
interband,transition,,,,0_2,2_2,0.135056
interband,transition,,,,0_2,2_1,7.046454
