band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1397.564000,,,
band1,level,4,1,2915.958000,,,
band1,level,6,1,4466.774000,,,
band1,transition,,,,2_1,0_1,11.455881
band1,transition,,,,4_1,2_1,24.407888
band1,transition,,,,6_1,4_1,41.742389
band2,level,0,2,2474.765000,,,
band2,level,2,3,3817.306000,,,
band2,level,4,3,5426.632000,,,
band2,level,6,4,7206.376000,,,
band2,transition,,,,2_3,0_2,16.451693
band2,transition,,,,4_3,2_3,25.030008
band2,transition,,,,6_4,4_3,38.801355
band3,level,2,2,2617.748000,,,
band3,level,3,1,4198.695000,,,
band3,transition,,,,3_1,2_2,19.414569
interband,transition,,,,2_2,0_1,0.717868
interband,transition,,,,2_2,2_1,24.634297
interband,transition,,,,2_2,0_2,6.945734
interband,transition,,,,0_2,2_1,27.006107
